image,image_id,coral_cover_pred,pct_bleached_pred,cover_pred__branching_acropora,cover_healthy_pred__branching_acropora,cover_pred__finger_acropora,cover_healthy_pred__finger_acropora,cover_pred__finger_porites,cover_healthy_pred__finger_porites,cover_pred__knob_porites,cover_healthy_pred__knob_porites,cover_pred__mounding_,cover_healthy_pred__mounding_,cover_pred__oddball,cover_healthy_pred__oddball,cover_pred__pocillopora_,cover_healthy_pred__pocillopora_,cover_pred__table_acropora,cover_healthy_pred__table_acropora,filename,split
yellowfin_segment.v18i.coco-segmentation/train\GPAB2908_jpg.rf.88dda92c5d3e1444f5a1b36c77499932.jpg,GPAB2908,0.4017846340568786,0.041869669670823,0.0375852420576775,0.0375852420576775,0.3471029702932269,0.3156639902596966,0.0,0.0,0.0,0.0,0.0,0.0,0.0066657320686814,0.0066657320686814,0.0104306896372927,0.0,0.0,0.0,GPAB2908_jpg.rf.88dda92c5d3e1444f5a1b36c77499932.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB2909_jpg.rf.f8bd8c4e84c1945b4c81d8aa05b48c12.jpg,GPAB2909,0.3338367999877094,0.0240761402895589,0.0,0.0,0.3301515393020857,0.3060753990125268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036852606856236,0.0036852606856236,0.0,0.0,GPAB2909_jpg.rf.f8bd8c4e84c1945b4c81d8aa05b48c12.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB2911_jpg.rf.a892723d63b47464304a3bf61c90205b.jpg,GPAB2911,0.2324047526227956,0.2145171233074014,0.0,0.0,0.1701902931116928,0.0,0.0,0.0,0.0,0.0,0.0027269776829523,0.0,0.0201575501754291,0.0178876293153941,0.01612469585557,0.0,0.0232052357971512,0.0,GPAB2911_jpg.rf.a892723d63b47464304a3bf61c90205b.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB2912_jpg.rf.bf1be34d721f9328c589ea24f4d294f3.jpg,GPAB2912,0.0404245635395402,0.029789350576026,0.0025666237135674,0.0,0.0051466902748678,0.0051466902748678,0.0,0.0,0.0,0.0,0.0010687063947626,0.0,0.0,0.0,0.0316425431563422,0.0054885226886463,0.0,0.0,GPAB2912_jpg.rf.bf1be34d721f9328c589ea24f4d294f3.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB2913_jpg.rf.a426d17e675cf5b48b74ca8af4351b03.jpg,GPAB2913,0.2112543521219535,0.2112543521219535,0.0,0.0,0.15985370340853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0514006487134234,0.0,0.0,0.0,GPAB2913_jpg.rf.a426d17e675cf5b48b74ca8af4351b03.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB2915_jpg.rf.a6786972f25a53ecff6281be316a127d.jpg,GPAB2915,0.4901022232549743,0.378900106198497,0.073881891139819,0.0096894126051662,0.3605659822976899,0.0995116405459332,0.0,0.0,0.0,0.0,0.0204091234687156,0.0,0.0020010639053777,0.0020010639053777,0.033244162443372,0.0,0.0,0.0,GPAB2915_jpg.rf.a6786972f25a53ecff6281be316a127d.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB2916_jpg.rf.7f634b0de0ff892d3d6e051ea3b40642.jpg,GPAB2916,0.266350823758505,0.0342475750062893,0.0,0.0,0.1071375760241049,0.0763774598010842,0.0,0.0,0.0,0.0,0.1311052133283914,0.1276177545451228,0.0,0.0,0.0,0.0,0.0281080344060085,0.0281080344060085,GPAB2916_jpg.rf.7f634b0de0ff892d3d6e051ea3b40642.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB2941_jpg.rf.18f7f408bdbb3d1b44d43910c2e6eba4.jpg,GPAB2941,0.2222429199401601,0.075268424863123,0.072702761352965,0.0,0.0025685441203864,0.0025685441203864,0.0148322620663961,0.0148322620663961,0.1266037797447011,0.1266037797447011,0.0055355726557113,0.0029699091455533,0.0,0.0,0.0,0.0,0.0,0.0,GPAB2941_jpg.rf.18f7f408bdbb3d1b44d43910c2e6eba4.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB2942_jpg.rf.1e3195c08fa8efff9464de31cf8e5d3c.jpg,GPAB2942,0.2255018503119701,0.0465276164102603,0.0182544270178194,0.0,0.0535102156040735,0.0535102156040735,0.0,0.0,0.0112411013149025,0.0112411013149025,0.009608755518769,0.006357506774235,0.0,0.0,0.0,0.0,0.1328873508564054,0.1078654102084985,GPAB2942_jpg.rf.1e3195c08fa8efff9464de31cf8e5d3c.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB2943_jpg.rf.785d4f902aaf6a01200939a608fa2ac6.jpg,GPAB2943,0.2888608722871853,0.0282030945435481,0.0,0.0,0.2582668712540064,0.2426750882907035,0.0,0.0,0.0,0.0,0.0022238310963794,0.0022238310963794,0.0,0.0,0.0283701699367994,0.0157588583565542,0.0,0.0,GPAB2943_jpg.rf.785d4f902aaf6a01200939a608fa2ac6.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB2944_jpg.rf.4c5671d6eb3325a6fb91a55ecd6b13f6.jpg,GPAB2944,0.128538589614824,0.1036654804953881,0.0,0.0,0.0824277014842824,0.0229469410799983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0461108881305415,0.0019261680394374,0.0,0.0,GPAB2944_jpg.rf.4c5671d6eb3325a6fb91a55ecd6b13f6.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB2946_jpg.rf.4ae04bdc56ebbfb34e63f95e6dec2beb.jpg,GPAB2946,0.0049268036940945,0.0,0.0,0.0,0.0049268036940945,0.0049268036940945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GPAB2946_jpg.rf.4ae04bdc56ebbfb34e63f95e6dec2beb.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB2949_jpg.rf.7fbf6a8deca8c7aae18c53062828ddff.jpg,GPAB2949,0.0037803208231631,0.0037803208231631,0.0,0.0,0.0037803208231631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GPAB2949_jpg.rf.7fbf6a8deca8c7aae18c53062828ddff.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB2950_jpg.rf.502dd1ed83690517b5d11f810ee8abd0.jpg,GPAB2950,0.2017579404020947,0.0091872262220028,0.0,0.0,0.1430146162162992,0.1377018107515896,0.0,0.0,0.0,0.0,0.0,0.0,0.0038744207572932,0.0,0.0030697703001403,0.0030697703001403,0.0517991331283619,0.0517991331283619,GPAB2950_jpg.rf.502dd1ed83690517b5d11f810ee8abd0.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB2952_jpg.rf.d5edd999c3d70eee6ea6ae39f932ee17.jpg,GPAB2952,0.1519089803984076,0.0721391219515942,0.0014854346744814,0.0014854346744814,0.1092692275931733,0.062635988807869,0.0099342644745862,0.0099342644745862,0.0,0.0,0.0086437510922313,0.0057141704898765,0.0,0.0,0.0225763025639351,0.0,0.0,0.0,GPAB2952_jpg.rf.d5edd999c3d70eee6ea6ae39f932ee17.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB2953_jpg.rf.e9d7fd4bca495dd962d44280979b6764.jpg,GPAB2953,0.260034605730878,0.1320682973481102,0.0,0.0,0.2202015274915838,0.1122919479262486,0.0,0.0,0.0106582578453419,0.0106582578453419,0.0291748203939522,0.0050161026111771,0.0,0.0,0.0,0.0,0.0,0.0,GPAB2953_jpg.rf.e9d7fd4bca495dd962d44280979b6764.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB2985_jpg.rf.1aa4eb008b359be4a92a854650b08c4f.jpg,GPAB2985,0.2283315697597379,0.0023649809975745,0.0360412349752171,0.0360412349752171,0.0,0.0,0.0405263451009461,0.0405263451009461,0.1468938379906399,0.1468938379906399,0.0048701516929346,0.0025051706953601,0.0,0.0,0.0,0.0,0.0,0.0,GPAB2985_jpg.rf.1aa4eb008b359be4a92a854650b08c4f.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB2986_jpg.rf.8384c7104ca8ce5717f2a1895ec3f4e6.jpg,GPAB2986,0.164444435909303,0.0098209604722664,0.0099179410166249,0.0078938322294194,0.1354117256199553,0.1340376745409747,0.0,0.0,0.0,0.0,0.0083086401023192,0.0018858394962388,0.0071007042131805,0.0071007042131805,0.0,0.0,0.0037054249572229,0.0037054249572229,GPAB2986_jpg.rf.8384c7104ca8ce5717f2a1895ec3f4e6.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB2987_jpg.rf.8edaf56f6842917821771008f1c445b3.jpg,GPAB2987,0.2780605043372388,0.050696819614267,0.0,0.0,0.2659484985299286,0.2152516789156615,0.0,0.0,0.0,0.0,0.0121120058073102,0.0121120058073102,0.0,0.0,0.0,0.0,0.0,0.0,GPAB2987_jpg.rf.8edaf56f6842917821771008f1c445b3.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB2988_jpg.rf.83afaab24b357370faadb37c4a8f2e80.jpg,GPAB2988,0.1610827637726776,0.008227983015922,0.0029603071114584,0.0,0.1395905308580569,0.1395905308580569,0.0,0.0,0.0,0.0,0.0132642498986985,0.0132642498986985,0.0,0.0,0.0052676759044636,0.0,0.0,0.0,GPAB2988_jpg.rf.83afaab24b357370faadb37c4a8f2e80.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB2989_jpg.rf.8c0306c24da4ca0fa0a6db116a0c7028.jpg,GPAB2989,0.5166345638660094,0.1945640964581937,0.041278184370577,0.0225263719866416,0.4753563794954323,0.299544095421174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GPAB2989_jpg.rf.8c0306c24da4ca0fa0a6db116a0c7028.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB2990_jpg.rf.26380753fc33e784adf7e3cfce47a36f.jpg,GPAB2990,0.1977778972697576,0.091291339157287,0.0013308419255535,0.0013308419255535,0.1652836536891975,0.0834253528267428,0.0,0.0,0.0,0.0,0.0223381721183815,0.0129051338235491,0.0,0.0,0.008825229536625,0.008825229536625,0.0,0.0,GPAB2990_jpg.rf.26380753fc33e784adf7e3cfce47a36f.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB2991_jpg.rf.349d021fabfa3966b9f88f23b1096169.jpg,GPAB2991,0.3439448612794134,0.2911307931472203,0.0,0.0,0.3341123783662331,0.0429815852190128,0.0,0.0,0.0,0.0,0.0050036199668537,0.0050036199668537,0.0,0.0,0.0048288629463265,0.0048288629463265,0.0,0.0,GPAB2991_jpg.rf.349d021fabfa3966b9f88f23b1096169.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB2992_jpg.rf.e4effd5df06ee1d3cc045935c76638eb.jpg,GPAB2992,0.1089379574168992,0.08631268447908,0.0128964919928637,0.0128964919928637,0.0928507094942992,0.0065380250152192,0.0,0.0,0.0,0.0,0.0,0.0,0.0031907559297361,0.0031907559297361,0.0,0.0,0.0,0.0,GPAB2992_jpg.rf.e4effd5df06ee1d3cc045935c76638eb.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB2994_jpg.rf.399149a84f76c2e820ddc039f29be960.jpg,GPAB2994,0.0512460559644955,0.0484105752962707,0.0,0.0,0.0402565279428794,0.0028354806682247,0.0,0.0,0.0,0.0,0.0,0.0,0.0025080513055885,0.0,0.0084814767160275,0.0,0.0,0.0,GPAB2994_jpg.rf.399149a84f76c2e820ddc039f29be960.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB2995_jpg.rf.77053a52828cd1b35e1a6b481dda0977.jpg,GPAB2995,0.588627734899361,0.3533913424219786,0.0,0.0,0.5806215588710313,0.2272302164490525,0.0,0.0,0.0,0.0,0.0080061760283298,0.0080061760283298,0.0,0.0,0.0,0.0,0.0,0.0,GPAB2995_jpg.rf.77053a52828cd1b35e1a6b481dda0977.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB2996_jpg.rf.71234c52d0bc86b7485ea41a885640db.jpg,GPAB2996,0.3829204778740328,0.2164212066684206,0.0,0.0,0.3829204778740328,0.1664992712056122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GPAB2996_jpg.rf.71234c52d0bc86b7485ea41a885640db.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB3022_jpg.rf.4a7028ccc8d0c43d90f9f26c5b803a76.jpg,GPAB3022,0.1752755303683532,0.0,0.0,0.0,0.0026290369351843,0.0026290369351843,0.0,0.0,0.1234207054422408,0.1234207054422408,0.0206722192029159,0.0206722192029159,0.0247886112194007,0.0247886112194007,0.0,0.0,0.0037649575686113,0.0037649575686113,GPAB3022_jpg.rf.4a7028ccc8d0c43d90f9f26c5b803a76.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB3023_jpg.rf.2d06d6161234dba9738fbea660799947.jpg,GPAB3023,0.2056352417696164,0.0,0.0,0.0,0.0,0.0,0.0280936313548662,0.0280936313548662,0.1450262423591813,0.1450262423591813,0.0325153680555688,0.0325153680555688,0.0,0.0,0.0,0.0,0.0,0.0,GPAB3023_jpg.rf.2d06d6161234dba9738fbea660799947.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB3024_jpg.rf.962d5da92455184bd060dd0c24c8dab4.jpg,GPAB3024,0.2742388947674675,0.0122147475721256,0.0062288395173633,0.0,0.0020279496008434,0.0020279496008434,0.0,0.0,0.2308377006585075,0.2308377006585075,0.0351444049907532,0.0291584969359909,0.0,0.0,0.0,0.0,0.0,0.0,GPAB3024_jpg.rf.962d5da92455184bd060dd0c24c8dab4.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB3025_jpg.rf.0e7dd03ddf2d70bda47a0516e862f4c9.jpg,GPAB3025,0.0668733664539496,0.0303885175035479,0.0,0.0,0.0598350754623859,0.029446557958838,0.0,0.0,0.0,0.0,0.0070382909915636,0.0070382909915636,0.0,0.0,0.0,0.0,0.0,0.0,GPAB3025_jpg.rf.0e7dd03ddf2d70bda47a0516e862f4c9.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB3026_jpg.rf.0132f1051a4116579dca9e90f5fe8dac.jpg,GPAB3026,0.1320702177549292,0.0101848775644632,0.0,0.0,0.1071270137866005,0.1010508466113461,0.0,0.0,0.0,0.0,0.009318774089103,0.0052100636998941,0.0156244298792256,0.0156244298792256,0.0,0.0,0.0,0.0,GPAB3026_jpg.rf.0132f1051a4116579dca9e90f5fe8dac.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB3027_jpg.rf.747b37a57bb87ebb8bad757bc73c82cb.jpg,GPAB3027,0.1426113307843133,0.0208969068007366,0.0068068819698764,0.0068068819698764,0.1140020701985508,0.1045392655980242,0.0,0.0,0.0,0.0,0.0017792569177854,0.0017792569177854,0.0,0.0,0.0200231216981005,0.0085890194978904,0.0,0.0,GPAB3027_jpg.rf.747b37a57bb87ebb8bad757bc73c82cb.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB3028_jpg.rf.bab6e79b28a15e973dd2a4273d4b3f69.jpg,GPAB3028,0.1607947027498305,0.0300121177670277,0.0098536073881891,0.0012703491107556,0.138997125150992,0.1295122358720471,0.0,0.0,0.0,0.0,0.0015084795563092,0.0,0.0104354906543402,0.0,0.0,0.0,0.0,0.0,GPAB3028_jpg.rf.bab6e79b28a15e973dd2a4273d4b3f69.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB3029_jpg.rf.9be364b3f26fd5581081ef77d347a1a7.jpg,GPAB3029,0.3397967825504154,0.1090157338930679,0.0014844744710719,0.0,0.3321631654449679,0.2246319060229719,0.0,0.0,0.0,0.0,0.0015622509472406,0.0015622509472406,0.004586891687135,0.004586891687135,0.0,0.0,0.0,0.0,GPAB3029_jpg.rf.9be364b3f26fd5581081ef77d347a1a7.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB3031_jpg.rf.ab0edf94425b881b01d5ae81bd81b21d.jpg,GPAB3031,0.2245109203933761,0.148703821417529,0.0,0.0,0.2203532396302832,0.0742342857911019,0.0,0.0,0.0,0.0,0.001572813184745,0.001572813184745,0.0,0.0,0.0025848675783477,0.0,0.0,0.0,GPAB3031_jpg.rf.ab0edf94425b881b01d5ae81bd81b21d.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB3032_jpg.rf.1d597c1e44f74b2246f4f867092f84fd.jpg,GPAB3032,0.3766647526612037,0.0542265273475533,0.0432293176986612,0.0432293176986612,0.3177553132855664,0.2792089076149892,0.0,0.0,0.0,0.0,0.0060415998525127,0.0,0.0,0.0,0.0096385218244632,0.0,0.0,0.0,GPAB3032_jpg.rf.1d597c1e44f74b2246f4f867092f84fd.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB3033_jpg.rf.50b9b3afcefbc3350536ce8c5bc36581.jpg,GPAB3033,0.2277237610015305,0.0679968044430532,0.0385992168580992,0.0043804479540945,0.1612248738772821,0.1338485144693051,0.0,0.0,0.0103682764156758,0.0103682764156758,0.0150857557665015,0.0086840796354299,0.0024456380839717,0.0024456380839717,0.0,0.0,0.0,0.0,GPAB3033_jpg.rf.50b9b3afcefbc3350536ce8c5bc36581.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB3035_jpg.rf.d5c32d9742ccdb6a97e4a8d5755c24d6.jpg,GPAB3035,0.2268643789500367,0.0,0.0,0.0,0.0,0.0,0.0228470799254114,0.0228470799254114,0.1972325017331671,0.1972325017331671,0.0045609661950787,0.0045609661950787,0.0022238310963794,0.0022238310963794,0.0,0.0,0.0,0.0,GPAB3035_jpg.rf.d5c32d9742ccdb6a97e4a8d5755c24d6.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB3036_jpg.rf.73115f2d96e2a173cce8abbe17c95bd0.jpg,GPAB3036,0.2562216379917922,0.0207413538483992,0.0,0.0,0.0,0.0,0.109252904135212,0.0885115502868127,0.1172504383328564,0.1172504383328564,0.0041480787289979,0.0041480787289979,0.0226848055492075,0.0226848055492075,0.0,0.0,0.0028854112455182,0.0028854112455182,GPAB3036_jpg.rf.73115f2d96e2a173cce8abbe17c95bd0.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB3065_jpg.rf.623b37a3e1def7e946fbe7642cf75b09.jpg,GPAB3065,0.1398036960149638,0.0,0.0,0.0,0.0,0.0,0.099382013085652,0.099382013085652,0.0335351040764475,0.0335351040764475,0.0,0.0,0.0,0.0,0.0032867762706851,0.0032867762706851,0.003599802582179,0.003599802582179,GPAB3065_jpg.rf.623b37a3e1def7e946fbe7642cf75b09.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB3066_jpg.rf.c7ab7f595d1fabcf9345d55074498965.jpg,GPAB3066,0.538671232113811,0.0382449017999973,0.1047169032287799,0.0664720014287826,0.0,0.0,0.0512018866076589,0.0512018866076589,0.3713279421112568,0.3713279421112568,0.0,0.0,0.0053483329908607,0.0053483329908607,0.0,0.0,0.0060761671752544,0.0060761671752544,GPAB3066_jpg.rf.c7ab7f595d1fabcf9345d55074498965.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB3068_jpg.rf.7d5b5b389e42fbf25daa11b1aab52fd6.jpg,GPAB3068,0.5040261328959927,0.0028143561932159,0.0,0.0,0.0031801936922317,0.0016150621347626,0.0935977477468827,0.0935977477468827,0.1210086744776013,0.1210086744776013,0.0013145184675921,0.0013145184675921,0.0044908713461859,0.0032416467104391,0.0,0.0,0.2804341271654987,0.2804341271654987,GPAB3068_jpg.rf.7d5b5b389e42fbf25daa11b1aab52fd6.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB3069_jpg.rf.b4e787e9b2ba7d152d6ea99e92e0ca40.jpg,GPAB3069,0.4024068458662283,0.143139442659533,0.1694422946556998,0.047786443080102,0.0618054128586599,0.0403218217747247,0.0,0.0,0.0730839621065326,0.0730839621065326,0.0073378744553246,0.0073378744553246,0.0048874353543054,0.0048874353543054,0.0,0.0,0.0858498664357057,0.0858498664357057,GPAB3069_jpg.rf.b4e787e9b2ba7d152d6ea99e92e0ca40.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB3070_jpg.rf.9cd39d8ce8d5b63ee10a306d3f11ec2a.jpg,GPAB3070,0.1985806273200915,0.0234337642086099,0.01893137042151,0.01893137042151,0.0825918962673052,0.0717483191639316,0.0219857774670986,0.0219857774670986,0.0280024120309646,0.0280024120309646,0.0,0.0,0.0,0.0,0.0,0.0,0.0470691711332128,0.0344789840279764,GPAB3070_jpg.rf.9cd39d8ce8d5b63ee10a306d3f11ec2a.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB3072_jpg.rf.0ac2243c6b202e76c28f399d6eb11d70.jpg,GPAB3072,0.2398588116906685,0.0,0.0,0.0,0.0201364257004203,0.0201364257004203,0.0,0.0,0.0196851300979599,0.0196851300979599,0.0,0.0,0.0043967714120559,0.0043967714120559,0.0,0.0,0.1956404844802323,0.1956404844802323,GPAB3072_jpg.rf.0ac2243c6b202e76c28f399d6eb11d70.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB3075_jpg.rf.3f2d5382731b43b7f93907122f078970.jpg,GPAB3075,0.4933515515926894,0.0258976461573619,0.0255798188288206,0.0255798188288206,0.0749870852641423,0.0664873646833345,0.0159470582248143,0.0159470582248143,0.2839455910340046,0.2839455910340046,0.0103605947883999,0.007934160772618,0.0083873767818974,0.0083873767818974,0.0,0.0,0.0741440266706099,0.0591725351098376,GPAB3075_jpg.rf.3f2d5382731b43b7f93907122f078970.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB3077_jpg.rf.e6dd2d28fb69105d93898db9cb337457.jpg,GPAB3077,0.3964977540842252,0.0589200016131417,0.0099016175586636,0.0,0.0120323089243225,0.0088847621480134,0.0111585238216863,0.0111585238216863,0.3596854757711873,0.3154901934425789,0.0037198280083652,0.0020442730588047,0.0,0.0,0.0,0.0,0.0,0.0,GPAB3077_jpg.rf.e6dd2d28fb69105d93898db9cb337457.jpg,train
yellowfin_segment.v18i.coco-segmentation/train\GPAB3080_jpg.rf.78f928f2c19bd787656114709b49bc5b.jpg,GPAB3080,0.2435469529865206,0.0,0.0,0.0,0.0,0.0,0.2030330905298978,0.2030330905298978,0.0200826543094889,0.0200826543094889,0.0,0.0,0.0,0.0,0.0,0.0,0.0204312081471338,0.0204312081471338,GPAB3080_jpg.rf.78f928f2c19bd787656114709b49bc5b.jpg,train
